network,stations,st_lon,st_lat,st_elv,gr_cir_distance,rhypo,repi,mag,origint,Parrtime,collecttime,endtime,evlat,evlon,evdepth,channels
TA,G03D,-123.264099,45.211498,222.0,145.61949978931554,145.76449745725455,145.6194997895748,3.8,2011-02-14T18:35:25.580000Z,24.751003517354,2011-02-14T18:35:40.331004Z,2011-02-14T18:38:40.331004Z,46.2934,-122.2085,6500.0,BH*
TA,G03D,-123.264099,45.211498,222.0,145.36653953028443,145.4188461482419,145.36653953054687,2.8,2011-01-29T22:44:14.320000Z,25.03174482525105,2011-01-29T22:44:29.351745Z,2011-01-29T22:47:29.351745Z,46.287,-122.201,3900.0,BH*
TA,G03D,-123.264099,45.211498,222.0,144.64864304379049,144.69098083324036,144.64864304405046,2.9,2011-01-29T22:26:22.640000Z,24.93931318968527,2011-01-29T22:26:37.579313Z,2011-01-29T22:29:37.579313Z,46.283,-122.209,3500.0,BH*
TA,G03D,-123.264099,45.211498,222.0,39.4541481530732,46.65447252400122,39.4541481531763,2.5,2011-01-27T01:34:47.890000Z,7.837305138820762,2011-01-27T01:34:45.727305Z,2011-01-27T01:37:45.727305Z,45.1595,-122.7675,24900.0,BH*
TA,G03D,-123.264099,45.211498,222.0,240.69822414681448,241.40048696670792,240.69822414750743,2.5,2011-01-12T02:59:48.700000Z,35.08445706630422,2011-01-12T03:00:13.784457Z,2011-01-12T03:03:13.784457Z,46.1473,-120.4777,18400.0,BH*
TA,G03D,-123.264099,45.211498,222.0,186.10993502779007,186.67393475312952,186.10993502823985,3.6,2010-12-30T09:17:45.680000Z,28.800080459492523,2010-12-30T09:18:04.480080Z,2010-12-30T09:21:04.480080Z,45.1713,-120.8964,14500.0,BH*
TA,G03D,-123.264099,45.211498,222.0,107.73621132637592,108.4247722200101,107.7362113263738,2.5,2010-12-07T16:18:39.340000Z,18.676024929522463,2010-12-07T16:18:48.016025Z,2010-12-07T16:21:48.016025Z,44.2423,-123.2306,12200.0,BH*
TA,G03D,-123.264099,45.211498,222.0,183.98562159227177,183.9964916862702,183.9856215927095,2.9,2010-10-27T01:15:10.730000Z,30.03669942296076,2010-10-27T01:15:30.766699Z,2010-10-27T01:18:30.766699Z,46.4337,-121.6672,2000.0,BH*
TA,G03D,-123.264099,45.211498,222.0,150.08808372889328,150.59124435863117,150.08808372912543,2.8,2010-08-17T19:39:07.430000Z,24.60819144639741,2010-08-17T19:39:22.038191Z,2010-08-17T19:42:22.038191Z,46.361,-122.2512,12300.0,BH*
TA,G03D,-123.264099,45.211498,222.0,117.66096665026716,119.02984110346294,117.66096665043864,2.7,2010-08-04T09:06:26.890000Z,19.766867759361595,2010-08-04T09:06:36.656868Z,2010-08-04T09:09:36.656868Z,46.1252,-122.5015,18000.0,BH*
TA,G03D,-123.264099,45.211498,222.0,220.51077325460847,220.5354645439845,220.5107732552562,2.5,2010-07-06T11:52:51.410000Z,34.39813156656067,2010-07-06T11:53:15.808132Z,2010-07-06T11:56:15.808132Z,46.117,-120.7462,3300.0,BH*
TA,G03D,-123.264099,45.211498,222.0,316.1263600958217,317.56560825678844,316.1263600959338,3.7,2010-07-03T22:25:19.660000Z,43.29461000345423,2010-07-03T22:25:52.954610Z,2010-07-03T22:28:52.954610Z,42.4435,-124.1737,30200.0,BH*
TA,G03D,-123.264099,45.211498,222.0,222.6595473248892,222.66226446170776,222.6595473255425,3.8,2010-06-17T14:23:23.780000Z,34.92806722057576,2010-06-17T14:23:48.708067Z,2010-06-17T14:26:48.708067Z,46.1361,-120.7288,1100.0,BH*
TA,G03D,-123.264099,45.211498,222.0,119.77081446964,119.88802274953024,119.7708144699362,3.2,2010-05-14T19:03:04.090000Z,20.661453768697918,2010-05-14T19:03:14.751454Z,2010-05-14T19:06:14.751454Z,45.36,-121.752,5300.0,BH*
TA,G03D,-123.264099,45.211498,222.0,119.53409796120754,119.66992343722072,119.5340979615033,2.8,2010-05-14T17:09:42.210000Z,20.62322890115362,2010-05-14T17:09:52.833229Z,2010-05-14T17:12:52.833229Z,45.357,-121.7545,5700.0,BH*
TA,G03D,-123.264099,45.211498,222.0,112.76619620625964,113.69461291928876,112.76619620642929,2.5,2010-05-13T13:33:45.090000Z,19.28932315889244,2010-05-13T13:33:54.379323Z,2010-05-13T13:36:54.379323Z,46.082,-122.521,14500.0,BH*
TA,G03D,-123.264099,45.211498,222.0,119.73268580478,119.8931025960069,119.73268580507428,2.5,2010-05-12T03:02:50.690000Z,20.66088416646047,2010-05-12T03:03:01.350884Z,2010-05-12T03:06:01.350884Z,45.3545,-121.7515,6200.0,BH*
TA,G03D,-123.264099,45.211498,222.0,119.22290384234849,119.35908344433648,119.22290384264292,3.0,2010-04-21T12:42:00.230000Z,20.56966491722962,2010-04-21T12:42:10.799665Z,2010-04-21T12:45:10.799665Z,45.3608,-121.7592,5700.0,BH*
TA,G03D,-123.264099,45.211498,222.0,183.51013962240592,184.3713951360111,183.51013962285336,2.8,2010-01-02T16:36:45.370000Z,28.08320544635036,2010-01-02T16:37:03.453205Z,2010-01-02T16:40:03.453205Z,45.1429,-120.9314,17800.0,BH*
TA,G05D,-121.316704,45.242199,592.0,120.0806374316965,123.00236577430915,120.08063743200626,3.03,2016-07-17T01:16:43.880000Z,19.36989882789709,2016-07-17T01:16:53.249899Z,2016-07-17T01:19:53.249899Z,45.474833,-122.813333,26650.0,BH*
TA,G05D,-121.316704,45.242199,592.0,31.40243631971585,31.570167988455445,31.40243631980323,2.5,2016-05-18T07:38:54.750000Z,5.441753165120568,2016-05-18T07:38:50.191753Z,2016-05-18T07:41:50.191753Z,45.3195,-121.701667,3250.0,BH*
TA,G05D,-121.316704,45.242199,592.0,373.1730266590505,373.2120949620958,373.1730266592113,2.53,2016-04-08T11:23:23.330000Z,53.02610619122174,2016-04-08T11:24:06.356106Z,2016-04-08T11:27:06.356106Z,41.989333,-120.1645,5400.0,BH*
TA,G05D,-121.316704,45.242199,592.0,117.44595190108885,117.58608650262155,117.445951901298,2.85,2016-02-08T16:50:07.960000Z,20.264057731681405,2016-02-08T16:50:18.224058Z,2016-02-08T16:53:18.224058Z,46.116833,-122.162667,5739.0,BH*
TA,G05D,-121.316704,45.242199,592.0,142.33945093830985,143.54491070568886,142.33945093860729,2.73,2015-11-19T08:02:30.570000Z,22.899309706809653,2015-11-19T08:02:43.469310Z,2015-11-19T08:05:43.469310Z,46.2505,-122.4445,18564.0,BH*
TA,G05D,-121.316704,45.242199,592.0,122.6218855320111,124.63957520593172,122.62188553237596,2.77,2015-11-12T16:16:30.550000Z,20.076100759513015,2015-11-12T16:16:40.626101Z,2015-11-12T16:19:40.626101Z,45.681667,-122.754833,22336.0,BH*
TA,G05D,-121.316704,45.242199,592.0,336.74379878955955,336.74379964479715,336.74379878954755,2.72,2015-10-29T22:38:02.820000Z,49.16695340922855,2015-10-29T22:38:41.986953Z,2015-10-29T22:41:41.986953Z,42.211667,-121.373167,24.0,BH*
TA,G05D,-121.316704,45.242199,592.0,158.24562928200888,159.68619848917726,158.24562928221718,3.24,2015-10-29T04:35:40.830000Z,24.567446588720763,2015-10-29T04:35:55.397447Z,2015-10-29T04:38:55.397447Z,46.486167,-122.308,21401.0,BH*
TA,G05D,-121.316704,45.242199,592.0,193.1248028786394,193.26906281897536,193.12480287866973,2.97,2015-10-26T06:11:01.260000Z,30.51107975302282,2015-10-26T06:11:21.771080Z,2015-10-26T06:14:21.771080Z,43.529167,-121.726,7466.0,BH*
TA,G05D,-121.316704,45.242199,592.0,192.9352227652905,192.95990148086207,192.9352227653209,2.87,2015-10-24T03:55:06.020000Z,31.0132760152364,2015-10-24T03:55:27.033276Z,2015-10-24T03:58:27.033276Z,43.531,-121.726833,3086.0,BH*
TA,G05D,-121.316704,45.242199,592.0,373.4859852389105,373.5856770139895,373.4859852390728,3.52,2015-09-08T08:13:42.940000Z,52.67717306008766,2015-09-08T08:14:25.617173Z,2015-09-08T08:17:25.617173Z,41.986833,-120.162333,8630.0,BH*
TA,G05D,-121.316704,45.242199,592.0,144.02583790745658,144.48661835964617,144.02583790766863,3.11,2015-09-03T22:29:21.660000Z,23.95063437443511,2015-09-03T22:29:35.610634Z,2015-09-03T22:32:35.610634Z,46.356167,-122.263167,11530.0,BH*
TA,G05D,-121.316704,45.242199,592.0,373.7924448449879,373.8561244961968,373.7924448451517,2.8,2015-07-28T20:12:11.330000Z,52.922659617877336,2015-07-28T20:12:54.252660Z,2015-07-28T20:15:54.252660Z,41.9857,-120.1532,6900.0,BH*
TA,G05D,-121.316704,45.242199,592.0,175.6987883459248,175.96085992744548,175.69878834643706,4.1,2015-07-04T15:42:18.480000Z,28.099720238266087,2015-07-04T15:42:36.579720Z,2015-07-04T15:45:36.579720Z,44.0896,-122.8334,9600.0,BH*
TA,G05D,-121.316704,45.242199,592.0,168.44502416238922,174.48202246995652,168.4450241628004,2.9,2015-06-25T13:24:48.430000Z,24.634664859132208,2015-06-25T13:25:03.064665Z,2015-06-25T13:28:03.064665Z,45.4812,-123.4398,45500.0,BH*
TA,G05D,-121.316704,45.242199,592.0,6.491904732622831,17.26687079518645,6.491904732639154,2.7,2015-05-15T22:42:43.610000Z,2.9765181935273537,2015-05-15T22:42:36.586518Z,2015-05-15T22:45:36.586518Z,45.1999,-121.2597,16000.0,BH*
TA,G05D,-121.316704,45.242199,592.0,389.5825682412682,390.1215547471717,389.582568242408,2.5,2015-04-18T13:49:51.720000Z,53.25911447188418,2015-04-18T13:50:34.979114Z,2015-04-18T13:53:34.979114Z,42.5541,-124.4313,20500.0,BH*
TA,G05D,-121.316704,45.242199,592.0,179.8396366201927,181.1561064382252,179.83963662067822,3.1,2014-12-19T14:01:07.370000Z,27.20210734963751,2014-12-19T14:01:24.572107Z,2014-12-19T14:04:24.572107Z,44.9546,-123.5652,21800.0,BH*
TA,G05D,-121.316704,45.242199,592.0,376.6499467091051,376.9646433778907,376.6499467104972,2.9,2014-12-17T01:18:51.730000Z,52.25668350315557,2014-12-17T01:19:33.986684Z,2014-12-17T01:22:33.986684Z,43.0881,-124.9538,15400.0,BH*
TA,G05D,-121.316704,45.242199,592.0,173.54200613506913,173.98444727496528,173.54200613561883,2.6,2014-11-12T11:50:43.190000Z,27.49724714032568,2014-11-12T11:51:00.687247Z,2014-11-12T11:54:00.687247Z,44.1734,-122.9135,12400.0,BH*
TA,G05D,-121.316704,45.242199,592.0,367.33840646287,367.967056763116,367.3384064631824,3.1,2014-11-05T07:14:48.710000Z,50.41774577090837,2014-11-05T07:15:29.127746Z,2014-11-05T07:18:29.127746Z,42.1352,-119.7584,21500.0,BH*
TA,G05D,-121.316704,45.242199,592.0,146.82818389064042,147.93960113754795,146.82818389102542,2.5,2014-10-31T16:27:41.050000Z,23.510093121555094,2014-10-31T16:27:54.560093Z,2014-10-31T16:30:54.560093Z,45.0373,-123.1609,18100.0,BH*
TA,G05D,-121.316704,45.242199,592.0,269.88809693875703,270.07329536576407,269.8880969396821,3.1,2014-10-27T07:41:40.440000Z,39.70134757413188,2014-10-27T07:42:10.141348Z,2014-10-27T07:45:10.141348Z,44.3208,-124.4721,10000.0,BH*
TA,G05D,-121.316704,45.242199,592.0,103.00267057446425,106.95321475077314,103.00267057472344,2.7,2014-09-24T15:17:32.400000Z,17.062457391050213,2014-09-24T15:17:39.462457Z,2014-09-24T15:20:39.462457Z,45.1385,-122.6192,28800.0,BH*
TA,G05D,-121.316704,45.242199,592.0,210.2598842224984,218.68065509669484,210.25988422311949,2.8,2014-09-24T11:59:40.160000Z,29.9527013935888,2014-09-24T12:00:00.112701Z,2014-09-24T12:03:00.112701Z,44.7597,-123.8954,60100.0,BH*
TA,G05D,-121.316704,45.242199,592.0,146.32099137531728,147.07767511465352,146.32099137557665,3.0,2014-09-16T12:43:41.400000Z,23.830651265307857,2014-09-16T12:43:55.230651Z,2014-09-16T12:46:55.230651Z,46.3297,-122.3772,14900.0,BH*
TA,G05D,-121.316704,45.242199,592.0,36.72111661243153,38.22041869566662,36.72111661254411,2.5,2014-09-04T08:52:01.570000Z,6.5846566133852376,2014-09-04T08:51:58.154657Z,2014-09-04T08:54:58.154657Z,45.3693,-121.7489,10600.0,BH*
TA,G05D,-121.316704,45.242199,592.0,125.69517577915144,125.69915359382355,125.69517577935775,2.5,2014-08-03T14:26:14.800000Z,21.67021698398923,2014-08-03T14:26:26.470217Z,2014-08-03T14:29:26.470217Z,46.196,-122.1842,1000.0,BH*
TA,G05D,-121.316704,45.242199,592.0,185.54057191726088,185.602650378129,185.5405719172656,2.6,2014-07-21T18:50:15.620000Z,29.89290017374251,2014-07-21T18:50:35.512900Z,2014-07-21T18:53:35.512900Z,43.5802,-121.5406,4800.0,BH*
TA,G05D,-121.316704,45.242199,592.0,333.8856143717055,333.99894234018586,333.8856143716929,2.5,2014-07-15T21:44:01.960000Z,47.77188521330368,2014-07-15T21:44:39.731885Z,2014-07-15T21:47:39.731885Z,42.2374,-121.3731,8700.0,BH*
TA,G05D,-121.316704,45.242199,592.0,218.8421119943947,219.25197828623453,218.84211199498932,2.5,2014-05-27T21:00:27.920000Z,32.98023627383617,2014-05-27T21:00:50.900236Z,2014-05-27T21:03:50.900236Z,43.737,-123.0911,13400.0,BH*
TA,G05D,-121.316704,45.242199,592.0,400.6178957153745,401.6517625605291,400.6178957160796,2.6,2014-04-27T14:44:16.060000Z,53.8691883533689,2014-04-27T14:44:59.929188Z,2014-04-27T14:47:59.929188Z,42.0876,-123.7236,28800.0,BH*
TA,G05D,-121.316704,45.242199,592.0,122.788791827836,123.22003651441216,122.78879182813498,3.4,2014-04-07T03:33:11.360000Z,21.15482457192035,2014-04-07T03:33:22.514825Z,2014-04-07T03:36:22.514825Z,45.3911,-122.8684,10300.0,BH*
TA,G05D,-121.316704,45.242199,592.0,415.6286428503077,416.0269327311457,415.628642850424,2.7,2014-02-21T09:02:22.500000Z,56.74070825478693,2014-02-21T09:03:09.240708Z,2014-02-21T09:06:09.240708Z,41.5787,-122.3565,18200.0,BH*
TA,G05D,-121.316704,45.242199,592.0,141.5667249804213,141.7705809459328,141.56672498065103,2.7,2014-01-25T16:58:24.990000Z,24.11775117579838,2014-01-25T16:58:39.107751Z,2014-01-25T17:01:39.107751Z,46.3158,-122.2962,7600.0,BH*
TA,G05D,-121.316704,45.242199,592.0,363.8035926105178,363.8168000477313,363.80359261141285,3.9,2014-01-24T13:53:28.520000Z,52.14365976833174,2014-01-24T13:54:10.663660Z,2014-01-24T13:57:10.663660Z,42.5856,-123.9653,3100.0,BH*
TA,G05D,-121.316704,45.242199,592.0,231.48059956753733,231.8342252045607,231.48059956765053,2.6,2013-12-25T02:28:59.540000Z,34.61532856723602,2013-12-25T02:29:24.155329Z,2013-12-25T02:32:24.155329Z,43.2388,-120.5221,12800.0,BH*
TA,G05D,-121.316704,45.242199,592.0,233.02673458354803,233.3890722178856,233.02673458366408,2.7,2013-12-25T02:07:10.090000Z,34.7825868654125,2013-12-25T02:07:34.872587Z,2013-12-25T02:10:34.872587Z,43.2271,-120.5087,13000.0,BH*
TA,G05D,-121.316704,45.242199,592.0,146.93572769459152,147.05015495815817,146.935727694861,2.7,2013-11-18T15:26:17.140000Z,24.99780343000468,2013-11-18T15:26:32.137803Z,2013-11-18T15:29:32.137803Z,46.3242,-122.4024,5800.0,BH*
TA,G05D,-121.316704,45.242199,592.0,146.45147038470566,147.2278614186853,146.4514703849695,2.5,2013-08-31T04:14:01.300000Z,23.82282868363875,2013-08-31T04:14:15.122829Z,2013-08-31T04:17:15.122829Z,46.3247,-122.3905,15100.0,BH*
TA,G05D,-121.316704,45.242199,592.0,145.834049002535,146.5334768868515,145.83404900279444,2.8,2013-08-24T01:12:48.400000Z,23.84231043058955,2013-08-24T01:13:02.242310Z,2013-08-24T01:16:02.242310Z,46.3235,-122.379,14300.0,BH*
TA,G05D,-121.316704,45.242199,592.0,146.2615013855985,146.9784909013798,146.26150138586362,3.4,2013-08-24T01:08:08.300000Z,23.87121896921745,2013-08-24T01:08:22.171219Z,2013-08-24T01:11:22.171219Z,46.323,-122.3897,14500.0,BH*
TA,G05D,-121.316704,45.242199,592.0,149.61653244084624,150.2701127293946,149.61653244112082,3.8,2013-08-23T21:38:35.040000Z,24.34612414889055,2013-08-23T21:38:49.386124Z,2013-08-23T21:41:49.386124Z,46.3433,-122.4237,14000.0,BH*
TA,G05D,-121.316704,45.242199,592.0,33.44675465384197,33.49515482693243,33.4467546539298,2.5,2013-08-14T17:35:28.250000Z,5.774205918247077,2013-08-14T17:35:24.024206Z,2013-08-14T17:38:24.024206Z,45.3065,-121.7331,1800.0,BH*
TA,G05D,-121.316704,45.242199,592.0,143.9989202456111,144.7677416829423,143.9989202458793,2.5,2013-08-08T19:13:22.100000Z,23.54342741853921,2013-08-08T19:13:35.643427Z,2013-08-08T19:16:35.643427Z,46.2991,-122.3875,14900.0,BH*
TA,G05D,-121.316704,45.242199,592.0,146.66944586792104,147.38445084635063,146.66944586818465,3.2,2013-08-03T02:11:16.200000Z,23.92167878331383,2013-08-03T02:11:30.121679Z,2013-08-03T02:14:30.121679Z,46.327,-122.3907,14500.0,BH*
TA,G05D,-121.316704,45.242199,592.0,148.9453170633931,150.08983135170772,148.94531706362596,2.5,2013-07-09T07:48:11.450000Z,23.72406852221897,2013-07-09T07:48:25.174069Z,2013-07-09T07:51:25.174069Z,46.3808,-122.3273,18500.0,BH*
TA,G05D,-121.316704,45.242199,592.0,180.25824524204216,180.77810978587016,180.2582452420752,2.5,2013-06-30T04:44:10.900000Z,28.172163243555097,2013-06-30T04:44:29.072163Z,2013-06-30T04:47:29.072163Z,43.646,-120.913,13700.0,BH*
TA,G05D,-121.316704,45.242199,592.0,244.1350333046645,244.14166888661728,244.13503330481407,2.8,2013-06-09T15:34:23.290000Z,37.500187352883856,2013-06-09T15:34:50.790187Z,2013-06-09T15:37:50.790187Z,43.149,-122.245,1800.0,BH*
TA,G05D,-121.316704,45.242199,592.0,118.16178540046036,118.31402084737827,118.16178540066949,2.7,2013-05-21T08:03:05.900000Z,20.389089810073315,2013-05-21T08:03:16.289090Z,2013-05-21T08:06:16.289090Z,46.124,-122.164,6000.0,BH*
TA,G05D,-121.316704,45.242199,592.0,120.33226372676366,123.06702927137236,120.3322637270687,2.5,2013-04-19T14:21:33.900000Z,19.478196121639694,2013-04-19T14:21:43.378196Z,2013-04-19T14:24:43.378196Z,45.456,-122.822,25800.0,BH*
TA,G05D,-121.316704,45.242199,592.0,358.3133111351801,358.7069401846682,358.3133111351672,3.0,2013-04-19T03:24:01.190000Z,49.82145751365409,2013-04-19T03:24:41.011458Z,2013-04-19T03:27:41.011458Z,42.0175,-121.2564,16800.0,BH*
TA,G05D,-121.316704,45.242199,592.0,306.1353029033164,306.1655004794145,306.135302903488,2.6,2013-03-25T20:55:29.790000Z,44.86806324733884,2013-03-25T20:56:04.658063Z,2013-03-25T20:59:04.658063Z,42.602,-122.407,4300.0,BH*
TA,G05D,-121.316704,45.242199,592.0,304.4897946852337,304.628749574889,304.4897946854056,2.8,2013-03-24T19:28:13.590000Z,44.07658251978365,2013-03-24T19:28:47.666583Z,2013-03-24T19:31:47.666583Z,42.617,-122.405,9200.0,BH*
TA,G05D,-121.316704,45.242199,592.0,304.2911776450972,304.3464486284389,304.2911776452663,2.7,2013-03-24T18:46:05.000000Z,44.45994916985369,2013-03-24T18:46:39.459949Z,2013-03-24T18:49:39.459949Z,42.618,-122.401,5800.0,BH*
TA,G05D,-121.316704,45.242199,592.0,304.74072839921337,304.8795689208888,304.7407283993838,2.5,2013-03-24T12:28:54.400000Z,44.1076165847353,2013-03-24T12:29:28.507617Z,2013-03-24T12:32:28.507617Z,42.614,-122.402,9200.0,BH*
TA,G05D,-121.316704,45.242199,592.0,305.13813424481526,305.54176632747306,305.13813424498767,3.2,2013-03-24T11:39:04.500000Z,43.37754562117593,2013-03-24T11:39:37.877546Z,2013-03-24T11:42:37.877546Z,42.612,-122.41,15700.0,BH*
TA,G05D,-121.316704,45.242199,592.0,304.0172599772921,304.16565283444567,304.0172599774633,2.6,2013-03-24T08:00:11.090000Z,43.98215937837077,2013-03-24T08:00:45.072159Z,2013-03-24T08:03:45.072159Z,42.621,-122.403,9500.0,BH*
TA,G05D,-121.316704,45.242199,592.0,135.1031688860456,135.4876608518525,135.10316888625005,2.7,2013-01-31T04:01:12.980000Z,23.00645369494524,2013-01-31T04:01:25.986454Z,2013-01-31T04:04:25.986454Z,46.2818,-122.2167,10200.0,BH*
TA,G05D,-121.316704,45.242199,592.0,112.71006065227814,113.19809085100243,112.71006065259571,3.7,2013-01-31T01:03:16.960000Z,19.50070759070488,2013-01-31T01:03:26.460708Z,2013-01-31T01:06:26.460708Z,45.9223,-122.388,10500.0,BH*
TA,G05D,-121.316704,45.242199,592.0,273.9933332680878,276.89771879855084,273.99333326897084,2.9,2013-01-25T08:58:33.790000Z,37.6433352304126,2013-01-25T08:59:01.433335Z,2013-01-25T09:02:01.433335Z,44.466,-124.607,40000.0,BH*
TA,G05D,-121.316704,45.242199,592.0,286.39688601246075,286.9745917641041,286.39688601340305,2.8,2013-01-25T04:27:41.680000Z,40.76026080516441,2013-01-25T04:28:12.440261Z,2013-01-25T04:31:12.440261Z,44.3922,-124.7353,18200.0,BH*
TA,G05D,-121.316704,45.242199,592.0,293.2191735956481,293.2847145090535,293.21917359657266,3.4,2013-01-25T03:43:05.200000Z,43.04262235574253,2013-01-25T03:43:38.242622Z,2013-01-25T03:46:38.242622Z,44.476,-124.867,6200.0,BH*
TA,G05D,-121.316704,45.242199,592.0,278.9788152023773,281.0188949736712,278.9788152032753,2.9,2013-01-25T00:41:11.590000Z,38.37435674394159,2013-01-25T00:41:39.964357Z,2013-01-25T00:44:39.964357Z,44.457,-124.669,33800.0,BH*
TA,G05D,-121.316704,45.242199,592.0,122.18382822250813,123.5318901304222,122.18382822286549,2.9,2012-12-24T00:25:25.200000Z,20.44490314464116,2012-12-24T00:25:35.644903Z,2012-12-24T00:28:35.644903Z,45.652,-122.766,18200.0,BH*
TA,G05D,-121.316704,45.242199,592.0,121.91741721122688,123.38904578423237,121.91741721158378,3.3,2012-11-19T14:15:09.500000Z,20.32110085964305,2012-11-19T14:15:19.821101Z,2012-11-19T14:18:19.821101Z,45.649,-122.764,19000.0,BH*
TA,G05D,-121.316704,45.242199,592.0,134.0227430960665,134.02274309606335,134.02274309606335,2.8,2012-11-14T00:49:54.200000Z,23.106944101331436,2012-11-14T00:50:07.306944Z,2012-11-14T00:53:07.306944Z,44.037,-121.253,0.0,BH*
TA,G05D,-121.316704,45.242199,592.0,125.50001473651528,125.50575165671567,125.500014736721,2.6,2012-11-13T19:52:00.400000Z,21.63653511563431,2012-11-13T19:52:12.036535Z,2012-11-13T19:55:12.036535Z,46.194,-122.184,1200.0,BH*
TA,G05D,-121.316704,45.242199,592.0,224.08990186624905,227.45831292498295,224.08990186681655,2.9,2012-11-03T23:54:43.590000Z,31.47475952921441,2012-11-03T23:55:05.064760Z,2012-11-03T23:58:05.064760Z,45.025,-124.149,39000.0,BH*
TA,G05D,-121.316704,45.242199,592.0,126.22847797400652,126.57799434213642,126.2284779741795,2.6,2012-09-28T13:46:00.790000Z,21.75281684171981,2012-09-28T13:46:12.542817Z,2012-09-28T13:49:12.542817Z,46.232,-122.112,9400.0,BH*
TA,G05D,-121.316704,45.242199,592.0,321.6282860164423,322.85347197546173,321.6282860175862,2.6,2012-09-22T20:15:31.590000Z,44.16555406493144,2012-09-22T20:16:05.755554Z,2012-09-22T20:19:05.755554Z,43.363,-124.383,28100.0,BH*
TA,G05D,-121.316704,45.242199,592.0,106.72237190431896,106.75403816690314,106.72237190458527,3.5,2012-09-08T04:57:43.140000Z,18.40187283020201,2012-09-08T04:57:51.541873Z,2012-09-08T05:00:51.541873Z,45.1408,-122.6672,2600.0,BH*
TA,G05D,-121.316704,45.242199,592.0,162.7050561019529,162.70508683239674,162.70505610194715,2.5,2012-09-01T17:30:36.070000Z,27.632655694270422,2012-09-01T17:30:53.702656Z,2012-09-01T17:33:53.702656Z,43.778,-121.318,100.0,BH*
TA,G05D,-121.316704,45.242199,592.0,406.7629637773387,406.9198922415578,406.7629637785144,2.5,2012-07-03T04:11:30.400000Z,56.47155659445663,2012-07-03T04:12:16.871557Z,2012-07-03T04:15:16.871557Z,42.411,-124.524,11300.0,BH*
TA,G05D,-121.316704,45.242199,592.0,252.59040977124445,253.2028339272672,252.59040977202451,2.9,2012-04-18T15:21:00.000000Z,36.65111233537274,2012-04-18T15:21:26.651112Z,2012-04-18T15:24:26.651112Z,44.596,-124.384,17600.0,BH*
TA,G05D,-121.316704,45.242199,592.0,94.73742176617776,94.77879025899765,94.73742176647548,2.8,2012-04-13T20:23:59.260000Z,16.33743180640291,2012-04-13T20:24:05.597432Z,2012-04-13T20:27:05.597432Z,45.694,-122.344,2800.0,BH*
TA,G05D,-121.316704,45.242199,592.0,31.388020619021244,31.956342694141004,31.38802061910529,2.8,2012-04-08T17:16:27.900000Z,5.507205340779877,2012-04-08T17:16:23.407205Z,2012-04-08T17:19:23.407205Z,45.185,-121.708,6000.0,BH*
TA,G05D,-121.316704,45.242199,592.0,32.47191901621686,35.9815998060444,32.4719190163183,2.5,2012-02-05T17:27:51.750000Z,6.197569435540919,2012-02-05T17:27:47.947569Z,2012-02-05T17:30:47.947569Z,45.129,-120.9358,15500.0,BH*
TA,G05D,-121.316704,45.242199,592.0,141.71931070968725,142.01117219460988,141.71931070989282,3.5,2012-01-25T10:51:30.790000Z,23.956699880612906,2012-01-25T10:51:44.746700Z,2012-01-25T10:54:44.746700Z,46.342,-122.239,9100.0,BH*
TA,G05D,-121.316704,45.242199,592.0,148.80240061328152,148.96695750513848,148.80240061349056,3.0,2012-01-23T03:07:30.510000Z,25.084721147320305,2012-01-23T03:07:45.594721Z,2012-01-23T03:10:45.594721Z,46.401,-122.2757,7000.0,BH*
TA,G05D,-121.316704,45.242199,592.0,120.04790310412628,122.50248585138944,120.04790310442692,3.0,2011-11-11T22:46:21.800000Z,19.570177346072064,2011-11-11T22:46:31.370177Z,2011-11-11T22:49:31.370177Z,45.4347,-122.8238,24400.0,BH*
TA,G05D,-121.316704,45.242199,592.0,32.507627917529774,38.64655059421563,32.50762791763294,2.7,2011-10-18T12:25:30.850000Z,6.61834823611768,2011-10-18T12:25:27.468348Z,2011-10-18T12:28:27.468348Z,45.123,-120.939,20900.0,BH*
TA,G05D,-121.316704,45.242199,592.0,202.26995169740465,203.04291014429285,202.26995169788165,2.5,2011-10-03T00:52:11.830000Z,30.41550678342223,2011-10-03T00:52:32.245507Z,2011-10-03T00:55:32.245507Z,45.2577,-123.8933,17700.0,BH*
TA,G05D,-121.316704,45.242199,592.0,119.0738167132664,120.07840699622972,119.07381671363436,2.7,2011-09-16T17:21:17.680000Z,20.178543886869928,2011-09-16T17:21:27.858544Z,2011-09-16T17:24:27.858544Z,45.7937,-122.6233,15500.0,BH*
TA,G05D,-121.316704,45.242199,592.0,304.50447665384337,304.63451265793026,304.5044766540136,2.8,2011-08-06T00:05:20.160000Z,44.11438282870064,2011-08-06T00:05:54.274383Z,2011-08-06T00:08:54.274383Z,42.616,-122.401,8900.0,BH*
TA,G05D,-121.316704,45.242199,592.0,304.4357268666003,304.8825376975508,304.4357268667697,2.6,2011-08-05T17:59:02.400000Z,43.19483073033047,2011-08-05T17:59:35.594831Z,2011-08-05T18:02:35.594831Z,42.616,-122.398,16500.0,BH*
TA,G05D,-121.316704,45.242199,592.0,340.79648240229426,340.8510707300188,340.796482402328,2.7,2011-06-22T10:54:56.990000Z,48.93846810480965,2011-06-22T10:55:35.928468Z,2011-06-22T10:58:35.928468Z,42.203,-121.888,6100.0,BH*
